,체력,공격,방어,스피드,특수공격,특수방어,점수,승률,포켓몬_번호,사용한_기술의_위력,결과
5754,97,49,31,15,33,27,23.0,10.0,590,16,0
5755,68,34,11,17,40,21,67.0,51.0,334,93,1
5756,75,39,39,23,21,36,65.0,84.0,686,79,1
5757,75,21,34,33,31,30,27.0,68.0,458,100,1
5758,49,47,28,31,20,15,11.0,21.0,581,41,0
5759,65,50,39,31,26,28,71.0,28.0,399,4,0
5760,59,37,31,40,29,40,1.0,95.0,874,82,1
5761,90,47,32,13,34,33,84.0,40.0,331,17,0
5762,98,37,28,16,19,12,60.0,71.0,617,91,1
5763,37,26,13,40,37,17,30.0,69.0,430,99,1
5764,42,33,10,34,26,29,23.0,81.0,709,63,1
5765,68,36,16,34,36,38,84.0,92.0,710,94,1
5766,33,28,19,25,36,35,83.0,85.0,611,67,1
5767,78,40,40,35,10,17,66.0,48.0,990,23,0
5768,80,39,23,25,35,29,13.0,100.0,456,55,1
5769,99,46,12,11,35,16,13.0,89.0,595,91,1
5770,40,21,29,25,40,36,100.0,43.0,745,41,0
5771,61,43,31,22,10,38,21.0,43.0,460,27,0
5772,62,23,18,13,17,17,73.0,99.0,113,72,1
5773,76,40,11,15,36,18,36.0,36.0,838,4,0
5774,91,48,35,33,19,20,65.0,48.0,562,14,0
5775,88,41,10,17,33,24,8.0,98.0,922,93,1
5776,58,23,35,32,16,27,93.0,93.0,3,59,1
5777,26,35,34,21,31,29,60.0,96.0,989,94,1
5778,49,26,10,31,24,20,61.0,2.0,689,33,0
5779,89,36,19,20,11,23,47.0,68.0,675,56,1
5780,32,26,32,23,37,23,67.0,2.0,891,8,0
5781,41,46,40,17,29,30,43.0,41.0,144,21,0
5782,24,27,19,32,39,39,51.0,15.0,20,19,0
5783,55,35,24,10,16,16,70.0,52.0,570,70,1
5784,71,37,24,20,30,33,43.0,76.0,198,72,1
5785,60,24,17,38,32,29,77.0,20.0,883,15,0
5786,26,28,14,38,10,38,87.0,51.0,680,69,1
5787,64,29,36,32,16,35,97.0,14.0,1001,28,0
5788,35,50,34,26,36,18,52.0,80.0,582,70,1
5789,55,21,34,24,31,10,91.0,89.0,515,72,1
5790,20,23,21,30,26,13,24.0,0.0,489,46,0
5791,22,37,10,28,26,28,62.0,58.0,650,53,1
5792,20,41,12,28,31,21,90.0,35.0,236,39,0
5793,22,21,35,13,39,33,23.0,97.0,152,93,1
5794,81,22,40,32,21,21,42.0,60.0,10,66,1
5795,98,25,20,19,20,36,24.0,41.0,877,33,0
5796,29,37,15,17,34,15,80.0,14.0,217,11,0
5797,23,43,33,26,30,37,29.0,15.0,893,2,0
5798,97,22,27,16,36,30,12.0,44.0,659,15,0
5799,40,42,28,19,35,32,91.0,3.0,150,8,0
5800,54,44,26,37,22,18,65.0,52.0,830,92,1
5801,42,43,19,16,32,37,83.0,99.0,115,63,1
5802,91,36,14,11,25,14,96.0,28.0,51,41,0
5803,83,33,37,35,17,15,13.0,80.0,553,89,1
5804,59,21,15,40,17,23,84.0,5.0,607,18,0
5805,71,49,40,10,17,20,90.0,71.0,311,67,1
5806,32,40,36,33,25,40,24.0,36.0,405,28,0
5807,31,20,28,12,31,33,59.0,66.0,167,89,1
5808,33,31,33,38,16,31,94.0,1.0,1012,49,0
5809,33,37,21,17,16,23,23.0,3.0,823,40,0
5810,86,23,25,37,22,12,55.0,69.0,61,84,1
5811,39,35,11,40,38,25,4.0,98.0,910,83,1
5812,34,44,22,25,25,18,68.0,31.0,752,33,0
5813,30,22,23,21,38,32,55.0,90.0,507,73,1
5814,92,29,16,11,11,12,19.0,12.0,930,45,0
5815,47,41,14,25,18,16,96.0,91.0,908,53,1
5816,90,48,13,39,11,35,52.0,70.0,938,84,1
5817,99,50,37,15,19,39,79.0,82.0,79,79,1
5818,66,24,18,14,14,34,4.0,4.0,901,39,0
5819,24,35,11,16,28,33,21.0,18.0,335,19,0
5820,51,48,40,37,37,16,97.0,39.0,359,21,0
5821,53,31,30,16,18,29,51.0,15.0,57,30,0
5822,84,23,29,40,30,37,82.0,69.0,678,62,1
5823,45,48,14,20,37,29,15.0,29.0,1016,25,0
5824,65,36,38,38,10,19,17.0,49.0,7,38,0
5825,34,22,12,25,12,39,97.0,64.0,728,80,1
5826,97,28,11,24,13,19,3.0,99.0,832,82,1
5827,59,47,18,36,21,35,66.0,94.0,902,85,1
5828,99,36,11,17,39,14,46.0,11.0,824,9,0
5829,22,36,17,16,15,21,25.0,64.0,181,55,1
5830,88,21,34,29,33,34,26.0,99.0,153,60,1
5831,72,30,36,16,12,38,98.0,80.0,462,69,1
5832,94,41,30,26,10,29,9.0,57.0,141,88,1
5833,36,40,36,19,22,26,8.0,32.0,709,18,0
5834,55,23,37,10,29,35,63.0,21.0,986,40,0
5835,20,41,39,13,10,19,21.0,84.0,679,79,1
5836,57,37,38,15,19,38,80.0,6.0,104,9,0
5837,38,50,13,16,33,29,92.0,42.0,17,49,0
5838,80,49,17,23,40,27,66.0,4.0,944,47,0
5839,69,42,14,11,37,35,39.0,1.0,51,13,0
5840,90,21,13,37,31,32,14.0,66.0,274,57,1
5841,81,48,16,34,28,30,26.0,38.0,155,45,0
5842,42,28,15,28,30,29,84.0,31.0,114,10,0
5843,42,29,18,24,15,22,7.0,28.0,482,32,0
5844,40,20,17,37,34,14,67.0,100.0,193,84,1
5845,87,35,30,22,21,21,26.0,47.0,703,1,0
5846,72,26,19,37,16,14,24.0,0.0,399,14,0
5847,31,21,40,25,24,30,3.0,15.0,723,45,0
5848,86,22,34,26,23,21,53.0,28.0,193,12,0
5849,84,31,16,27,24,15,63.0,64.0,109,88,1
5850,92,24,25,30,15,18,53.0,9.0,723,7,0
5851,45,29,39,21,37,31,97.0,56.0,313,60,1
5852,20,42,32,36,30,15,84.0,56.0,399,68,1
5853,48,28,36,23,12,21,41.0,58.0,701,51,1
5854,54,32,27,37,19,10,78.0,89.0,895,82,1
5855,94,38,25,24,25,25,78.0,14.0,101,31,0
5856,28,31,24,37,30,24,25.0,66.0,66,60,1
5857,55,32,16,17,27,15,85.0,57.0,326,87,1
5858,47,43,33,21,34,26,10.0,40.0,374,5,0
5859,72,45,28,20,11,34,51.0,24.0,174,49,0
5860,82,48,24,11,39,25,61.0,6.0,914,49,0
5861,65,27,28,37,29,29,51.0,12.0,606,36,0
5862,68,41,13,30,28,24,44.0,63.0,692,84,1
5863,46,23,19,28,20,34,17.0,27.0,447,8,0
5864,35,34,20,29,22,23,11.0,22.0,219,24,0
5865,37,20,23,31,30,10,96.0,7.0,783,45,0
5866,98,32,25,14,19,25,34.0,87.0,613,81,1
5867,23,28,40,24,10,28,52.0,54.0,891,74,1
5868,43,24,22,37,30,19,52.0,24.0,795,43,0
5869,78,43,10,21,26,14,86.0,0.0,567,48,0
5870,100,50,30,11,11,13,77.0,40.0,900,20,0
5871,69,30,20,14,31,29,57.0,97.0,652,64,1
5872,92,25,13,14,30,10,66.0,17.0,820,40,0
5873,89,28,31,13,31,32,43.0,94.0,691,63,1
5874,62,37,35,19,22,14,97.0,57.0,29,83,1
5875,64,21,28,19,14,19,70.0,71.0,678,58,1
5876,57,22,37,29,28,12,62.0,75.0,522,66,1
5877,59,26,20,11,39,10,95.0,4.0,192,44,0
5878,57,33,35,33,19,11,81.0,95.0,204,93,1
5879,92,49,26,19,27,15,47.0,23.0,596,16,0
5880,82,44,39,37,11,32,25.0,92.0,235,70,1
5881,57,26,31,31,30,12,39.0,93.0,143,86,1
5882,56,44,11,31,35,13,64.0,73.0,115,65,1
5883,40,47,38,18,20,36,31.0,44.0,251,15,0
5884,97,44,15,36,27,12,49.0,67.0,601,89,1
5885,79,42,12,17,23,27,79.0,60.0,704,78,1
5886,54,36,18,11,18,38,88.0,64.0,126,66,1
5887,47,41,25,29,25,28,74.0,43.0,757,24,0
5888,85,44,18,37,35,26,47.0,33.0,813,29,0
5889,27,26,34,14,17,35,39.0,59.0,162,58,1
5890,37,41,27,35,36,39,99.0,18.0,397,6,0
5891,95,31,32,32,28,31,23.0,37.0,767,16,0
5892,43,24,33,23,11,30,63.0,2.0,66,14,0
5893,91,29,39,10,31,16,52.0,20.0,742,29,0
5894,63,50,23,22,35,40,80.0,62.0,510,76,1
5895,89,49,29,33,16,33,31.0,3.0,492,31,0
5896,26,27,11,32,25,16,11.0,88.0,938,97,1
5897,32,48,20,30,37,38,26.0,78.0,710,82,1
5898,23,27,18,37,32,19,98.0,8.0,367,18,0
5899,58,36,35,36,33,37,33.0,38.0,276,27,0
5900,28,43,28,11,28,34,14.0,99.0,396,87,1
5901,37,48,35,14,31,33,82.0,4.0,618,36,0
5902,34,50,31,35,14,35,52.0,33.0,651,1,0
5903,77,38,34,23,14,24,13.0,40.0,794,14,0
5904,29,46,21,13,14,27,66.0,50.0,718,100,1
5905,62,21,24,38,16,40,0.0,57.0,470,97,1
5906,89,50,31,39,28,20,51.0,10.0,133,45,0
5907,24,23,13,13,27,28,45.0,89.0,613,63,1
5908,82,47,22,19,18,17,8.0,29.0,209,36,0
5909,61,20,26,40,35,12,94.0,22.0,277,28,0
5910,75,23,21,24,16,36,27.0,35.0,356,19,0
5911,71,22,34,28,29,13,1.0,63.0,90,59,1
5912,81,48,35,15,39,19,43.0,68.0,983,97,1
5913,85,47,25,19,15,31,60.0,50.0,219,52,1
5914,79,23,37,31,14,22,55.0,90.0,1005,97,1
5915,92,33,20,13,15,25,9.0,14.0,619,23,0
5916,62,41,16,15,12,16,52.0,2.0,575,5,0
5917,82,21,21,12,14,39,22.0,47.0,790,45,0
5918,97,34,19,21,32,16,5.0,3.0,834,13,0
5919,41,21,32,15,12,17,8.0,27.0,929,31,0
5920,22,33,36,24,10,22,43.0,68.0,392,51,1
5921,46,20,30,13,36,24,96.0,70.0,559,78,1
5922,68,45,16,24,38,12,94.0,91.0,911,90,1
5923,41,25,40,13,32,15,30.0,46.0,10,28,0
5924,95,47,16,14,26,23,82.0,89.0,661,81,1
5925,39,39,34,40,36,11,58.0,94.0,802,88,1
5926,76,47,19,37,18,22,71.0,29.0,560,31,0
5927,26,21,23,33,35,40,31.0,56.0,446,55,1
5928,45,47,16,24,40,38,61.0,21.0,744,23,0
5929,83,22,24,15,26,24,27.0,74.0,927,94,1
5930,60,36,35,40,23,11,96.0,47.0,894,18,0
5931,81,33,23,37,30,33,8.0,79.0,506,62,1
5932,69,30,15,37,21,17,8.0,71.0,790,65,1
5933,97,50,28,13,30,20,65.0,8.0,218,39,0
5934,46,47,37,26,11,18,98.0,77.0,303,76,1
5935,20,27,16,28,16,16,40.0,59.0,191,63,1
5936,85,21,19,39,10,23,67.0,65.0,786,91,1
5937,34,31,34,14,29,19,62.0,15.0,398,10,0
5938,26,28,40,30,36,11,98.0,77.0,565,92,1
5939,58,41,30,34,40,22,95.0,79.0,512,95,1
5940,71,44,27,36,32,15,54.0,7.0,729,46,0
5941,82,49,24,22,28,24,68.0,18.0,858,18,0
5942,57,42,35,24,38,14,37.0,37.0,384,3,0
5943,44,39,20,35,10,20,68.0,70.0,445,92,1
5944,96,22,21,19,30,37,62.0,67.0,438,67,1
5945,52,46,36,21,21,34,8.0,13.0,305,46,0
5946,37,44,13,15,12,24,1.0,90.0,212,77,1
5947,28,23,32,26,17,20,5.0,26.0,198,7,0
5948,98,36,15,22,40,15,17.0,12.0,237,49,0
5949,36,30,34,12,17,24,10.0,38.0,735,46,0
5950,66,21,27,29,39,10,56.0,67.0,200,51,1
5951,44,27,38,10,40,16,78.0,98.0,81,59,1
5952,51,31,27,27,13,36,84.0,92.0,473,90,1
5953,73,41,13,31,11,38,42.0,48.0,107,39,0
5954,68,39,32,36,25,33,39.0,46.0,299,20,0
5955,71,31,14,38,11,32,45.0,100.0,389,86,1
5956,53,29,38,39,29,17,84.0,61.0,367,93,1
5957,84,36,25,14,36,17,75.0,77.0,554,86,1
5958,93,30,21,32,28,26,84.0,70.0,667,77,1
5959,63,44,26,37,40,18,17.0,95.0,654,55,1
5960,67,40,17,19,32,21,6.0,12.0,417,6,0
5961,100,48,40,27,16,16,13.0,86.0,310,64,1
5962,25,46,40,23,16,21,40.0,15.0,215,22,0
5963,83,50,39,20,23,31,92.0,67.0,100,76,1
5964,91,33,29,26,17,29,16.0,70.0,346,95,1
5965,28,49,35,24,30,37,79.0,91.0,391,51,1
5966,60,45,25,20,24,29,25.0,24.0,485,8,0
5967,32,41,24,35,32,14,39.0,10.0,341,16,0
5968,40,50,31,29,30,37,0.0,65.0,778,53,1
5969,88,35,10,13,13,19,25.0,91.0,988,99,1
5970,33,24,11,11,30,23,77.0,61.0,926,56,1
5971,97,44,12,39,13,25,82.0,1.0,153,19,0
5972,66,30,35,22,27,12,32.0,64.0,826,59,1
5973,31,36,26,18,36,10,31.0,85.0,759,72,1
5974,64,37,16,30,24,16,26.0,41.0,383,39,0
5975,23,26,11,24,11,10,36.0,71.0,13,95,1
5976,74,46,10,26,26,27,67.0,68.0,642,64,1
5977,98,20,11,27,35,10,18.0,7.0,416,9,0
5978,51,40,37,20,12,22,78.0,49.0,329,7,0
5979,73,43,39,16,16,12,13.0,61.0,405,59,1
5980,58,35,23,17,25,38,79.0,27.0,969,44,0
5981,31,26,18,20,40,21,88.0,3.0,2,25,0
5982,88,45,27,38,27,19,60.0,38.0,20,17,0
5983,56,21,34,19,38,28,10.0,81.0,533,79,1
5984,39,42,14,18,25,34,86.0,26.0,327,43,0
5985,96,49,38,10,34,32,87.0,47.0,957,16,0
5986,56,49,13,12,10,39,1.0,23.0,862,48,0
5987,46,33,23,12,31,28,69.0,16.0,741,10,0
5988,51,24,39,27,18,10,3.0,65.0,462,96,1
5989,82,42,38,20,33,23,82.0,11.0,150,19,0
5990,42,48,18,28,22,26,10.0,46.0,70,8,0
5991,67,23,31,32,14,17,75.0,91.0,760,78,1
5992,39,44,20,31,26,19,2.0,83.0,681,76,1
5993,58,41,39,35,39,14,88.0,44.0,611,22,0
5994,88,20,35,40,22,26,15.0,22.0,585,37,0
5995,48,46,32,33,10,20,37.0,32.0,532,37,0
5996,53,27,26,27,22,39,34.0,94.0,333,65,1
5997,58,40,14,27,19,26,4.0,49.0,472,24,0
5998,31,44,30,20,20,16,100.0,59.0,171,78,1
5999,67,24,29,16,37,11,44.0,58.0,565,86,1
6000,91,40,33,11,30,12,61.0,51.0,890,83,1
6001,70,36,33,33,30,18,52.0,98.0,855,70,1
6002,24,45,18,29,39,10,75.0,22.0,172,38,0
6003,74,46,11,33,22,26,13.0,60.0,10,88,1
6004,48,27,18,13,24,40,52.0,46.0,708,16,0
6005,35,21,18,14,36,13,59.0,9.0,167,8,0
6006,81,45,34,19,23,13,62.0,17.0,460,8,0
6007,48,38,22,29,18,21,96.0,95.0,779,93,1
6008,65,41,31,18,27,13,47.0,0.0,716,29,0
6009,26,42,25,20,31,20,63.0,90.0,408,88,1
6010,21,39,11,14,24,38,60.0,88.0,840,57,1
6011,67,33,22,34,37,31,71.0,21.0,655,16,0
6012,78,24,25,32,34,29,2.0,23.0,437,37,0
6013,84,27,13,36,31,34,87.0,58.0,221,73,1
6014,28,32,40,11,37,18,55.0,30.0,30,23,0
6015,86,33,21,25,39,33,86.0,76.0,765,92,1
6016,60,26,12,14,32,25,90.0,32.0,120,35,0
6017,33,49,35,35,39,33,10.0,34.0,609,23,0
6018,91,29,34,13,24,24,4.0,4.0,184,7,0
6019,56,50,30,29,37,40,7.0,58.0,96,59,1
6020,100,43,32,28,17,25,39.0,28.0,762,26,0
6021,85,34,25,12,10,38,21.0,64.0,566,95,1
6022,21,22,39,28,15,18,93.0,53.0,622,98,1
6023,71,48,39,20,15,35,90.0,90.0,665,56,1
6024,64,38,29,15,26,10,8.0,98.0,932,81,1
6025,74,35,11,38,18,12,45.0,8.0,705,4,0
6026,68,21,23,12,23,36,66.0,69.0,229,63,1
6027,61,34,32,26,11,36,12.0,20.0,270,32,0
6028,57,46,39,20,33,13,66.0,91.0,530,86,1
6029,89,49,28,13,27,28,99.0,78.0,316,76,1
6030,90,46,16,27,38,22,9.0,11.0,231,29,0
6031,34,31,34,14,28,31,100.0,85.0,1023,55,1
6032,72,45,29,17,38,39,72.0,99.0,950,85,1
6033,64,35,22,22,35,12,94.0,26.0,941,24,0
6034,87,46,28,35,29,16,40.0,54.0,380,50,1
6035,49,36,18,32,28,30,74.0,85.0,168,82,1
6036,71,22,38,27,15,31,100.0,34.0,236,16,0
6037,20,25,19,37,40,12,18.0,8.0,326,14,0
6038,31,20,32,40,35,31,96.0,1.0,46,37,0
6039,87,44,34,17,34,35,65.0,58.0,679,80,1
6040,45,30,14,27,14,20,88.0,69.0,491,93,1
6041,100,35,16,26,28,26,51.0,64.0,191,51,1
6042,69,40,19,21,27,15,14.0,92.0,999,66,1
6043,99,47,36,29,12,23,39.0,43.0,776,34,0
6044,79,45,20,34,20,23,7.0,0.0,559,5,0
6045,96,48,35,23,33,34,77.0,43.0,504,3,0
6046,43,34,24,13,22,33,17.0,96.0,104,99,1
6047,20,38,30,11,18,22,1.0,26.0,686,42,0
6048,46,38,28,39,20,25,65.0,60.0,324,67,1
6049,65,45,25,22,25,25,45.0,88.0,923,65,1
6050,33,35,12,20,20,16,47.0,5.0,599,29,0
6051,98,23,14,38,15,40,29.0,0.0,813,28,0
6052,36,43,32,24,21,18,3.0,65.0,994,82,1
6053,89,44,31,25,38,29,70.0,66.0,537,92,1
6054,69,21,25,16,40,11,24.0,60.0,859,54,1
6055,87,38,31,10,15,25,25.0,34.0,187,7,0
6056,73,20,19,27,24,15,57.0,43.0,488,26,0
6057,55,43,35,24,28,39,86.0,65.0,787,98,1
6058,39,39,12,22,34,33,57.0,66.0,134,91,1
6059,37,48,13,25,23,28,44.0,8.0,565,42,0
6060,49,26,12,27,24,11,21.0,72.0,453,61,1
6061,46,30,21,23,37,32,81.0,30.0,827,43,0
6062,50,48,31,29,37,20,3.0,69.0,811,96,1
6063,56,20,32,38,39,25,81.0,74.0,591,85,1
6064,31,21,29,24,25,39,24.0,67.0,991,72,1
6065,38,29,32,36,30,17,60.0,65.0,95,59,1
6066,56,29,19,33,35,34,59.0,53.0,753,55,1
6067,63,30,31,31,30,26,47.0,47.0,988,25,0
6068,91,23,17,31,16,18,30.0,98.0,350,87,1
6069,84,23,20,26,12,12,99.0,59.0,636,99,1
6070,85,23,22,10,14,28,97.0,11.0,709,16,0
6071,29,21,26,22,25,10,39.0,82.0,481,62,1
6072,87,20,33,20,23,21,35.0,22.0,495,43,0
6073,82,38,35,25,26,28,3.0,99.0,157,87,1
6074,56,38,32,14,29,11,45.0,40.0,472,24,0
6075,89,25,34,37,20,11,62.0,56.0,241,56,1
6076,100,36,27,33,31,38,47.0,98.0,524,96,1
6077,24,37,31,20,35,14,83.0,24.0,408,48,0
6078,44,27,30,19,20,28,44.0,76.0,81,77,1
6079,35,28,30,30,17,26,41.0,8.0,585,26,0
6080,51,20,19,32,26,14,84.0,60.0,635,86,1
6081,35,50,15,16,37,16,32.0,66.0,748,74,1
6082,96,47,18,29,23,23,76.0,23.0,1003,31,0
6083,61,45,34,35,32,18,20.0,16.0,264,15,0
6084,76,33,34,35,33,11,98.0,87.0,403,70,1
6085,77,50,18,37,10,13,20.0,96.0,29,59,1
6086,46,44,23,15,14,30,93.0,34.0,10,35,0
6087,65,38,13,32,13,18,58.0,11.0,250,26,0
6088,77,37,30,18,38,34,15.0,75.0,712,83,1
6089,86,39,25,30,25,10,99.0,45.0,823,7,0
6090,63,44,33,33,35,34,8.0,30.0,661,43,0
6091,70,21,18,35,38,25,25.0,1.0,285,17,0
6092,23,38,35,11,28,27,77.0,15.0,961,2,0
6093,47,32,22,24,39,16,84.0,34.0,619,6,0
6094,64,49,15,38,16,17,76.0,96.0,125,57,1
6095,63,31,28,38,12,20,42.0,36.0,802,46,0
6096,55,43,22,36,37,24,31.0,5.0,600,26,0
6097,89,48,23,29,17,13,54.0,31.0,1006,2,0
6098,50,44,35,22,19,38,11.0,10.0,945,17,0
6099,56,30,15,33,27,17,30.0,53.0,694,83,1
6100,86,36,21,20,19,40,91.0,46.0,450,4,0
6101,83,35,20,30,17,26,61.0,85.0,130,50,1
6102,73,29,10,15,12,23,19.0,96.0,918,77,1
6103,66,50,22,18,20,26,30.0,64.0,691,66,1
6104,55,31,15,11,32,10,31.0,17.0,953,44,0
6105,79,32,16,31,29,37,32.0,33.0,85,41,0
6106,41,34,15,38,40,11,48.0,53.0,486,56,1
6107,63,27,35,35,37,29,84.0,75.0,412,100,1
6108,21,41,19,36,19,36,54.0,43.0,550,26,0
6109,72,30,36,33,24,21,86.0,81.0,741,98,1
6110,100,35,32,25,32,15,92.0,15.0,501,25,0
6111,79,24,31,12,35,18,14.0,5.0,601,46,0
6112,22,42,14,13,22,35,82.0,64.0,710,91,1
6113,39,45,24,34,17,10,8.0,69.0,428,88,1
6114,43,24,13,32,37,29,36.0,77.0,55,86,1
6115,64,33,31,38,36,29,9.0,64.0,295,81,1
6116,49,32,21,30,40,20,94.0,27.0,142,40,0
6117,24,35,34,15,16,25,72.0,47.0,33,41,0
6118,98,32,27,29,22,27,62.0,64.0,469,93,1
6119,91,33,11,14,33,12,100.0,59.0,199,81,1
6120,48,27,17,32,16,12,38.0,91.0,849,88,1
6121,91,26,38,38,37,18,7.0,79.0,926,64,1
6122,45,29,35,10,10,39,78.0,32.0,755,13,0
6123,30,35,38,31,38,38,64.0,50.0,938,51,1
6124,60,48,23,23,33,10,71.0,97.0,121,67,1
6125,70,38,23,14,14,29,43.0,42.0,365,13,0
6126,57,38,16,35,22,33,63.0,83.0,51,77,1
6127,82,48,20,11,20,19,77.0,73.0,890,81,1
6128,62,47,11,18,31,26,38.0,25.0,634,15,0
6129,100,37,26,35,25,13,98.0,59.0,211,87,1
6130,63,34,28,29,11,40,35.0,57.0,180,57,1
6131,38,42,28,11,35,31,17.0,51.0,722,90,1
6132,55,31,17,39,12,37,7.0,53.0,894,83,1
6133,99,27,11,24,38,40,76.0,1.0,939,18,0
6134,73,27,12,17,34,21,80.0,1.0,591,36,0
6135,88,32,13,16,18,31,79.0,62.0,250,77,1
6136,60,47,40,12,24,28,79.0,80.0,154,65,1
6137,62,25,38,26,30,26,29.0,72.0,406,70,1
6138,84,42,31,25,30,22,3.0,70.0,315,76,1
6139,39,50,32,11,40,40,51.0,74.0,446,83,1
6140,90,29,33,16,11,15,62.0,36.0,919,16,0
6141,68,31,34,15,22,14,67.0,43.0,349,27,0
6142,88,23,34,40,40,17,48.0,28.0,392,33,0
6143,39,32,24,34,11,16,84.0,39.0,82,2,0
6144,39,38,15,32,26,17,91.0,82.0,407,66,1
6145,25,32,31,29,16,28,44.0,12.0,663,35,0
6146,31,25,17,17,29,10,62.0,57.0,165,77,1
6147,53,45,13,33,15,35,42.0,4.0,72,45,0
6148,81,25,12,16,18,31,100.0,9.0,705,41,0
6149,95,41,33,39,23,18,91.0,12.0,327,42,0
6150,47,50,14,17,32,30,19.0,36.0,473,19,0
6151,91,36,37,40,23,32,89.0,15.0,258,48,0
6152,92,35,34,22,35,30,76.0,2.0,854,36,0
6153,37,24,18,12,39,16,56.0,80.0,772,89,1
6154,26,37,37,13,14,32,31.0,66.0,686,93,1
6155,20,42,15,16,37,26,0.0,16.0,259,48,0
6156,20,37,11,22,11,13,44.0,17.0,86,18,0
6157,33,41,38,13,20,33,68.0,35.0,757,29,0
6158,53,38,21,38,38,14,93.0,65.0,440,64,1
6159,70,39,34,20,28,15,51.0,56.0,421,59,1
6160,66,22,12,10,34,25,55.0,87.0,972,72,1
6161,32,39,15,34,39,10,24.0,53.0,593,89,1
6162,59,34,33,35,14,25,73.0,72.0,433,65,1
6163,21,36,29,18,15,33,72.0,23.0,218,18,0
6164,96,46,16,15,21,33,23.0,66.0,305,68,1
6165,55,45,20,10,34,32,25.0,27.0,851,21,0
6166,43,23,15,23,13,39,25.0,17.0,496,26,0
6167,49,28,33,40,38,33,33.0,67.0,190,85,1
6168,74,49,39,35,39,20,64.0,44.0,1007,37,0
6169,21,24,33,21,39,21,11.0,34.0,102,9,0
6170,20,37,34,13,38,19,84.0,49.0,322,48,0
6171,100,37,13,39,29,37,54.0,8.0,778,43,0
6172,41,28,13,18,10,38,68.0,48.0,106,26,0
6173,49,50,27,36,15,10,70.0,22.0,179,13,0
6174,28,26,35,26,31,11,8.0,83.0,811,61,1
6175,75,50,37,35,16,17,27.0,50.0,963,76,1
6176,87,22,33,15,36,36,60.0,69.0,998,88,1
6177,30,29,29,31,32,38,32.0,97.0,441,85,1
6178,99,20,33,19,27,37,11.0,79.0,425,93,1
6179,69,39,12,12,32,33,34.0,64.0,497,78,1
6180,48,48,24,29,32,37,1.0,66.0,299,53,1
6181,62,21,27,20,11,24,59.0,60.0,261,86,1
6182,68,33,20,10,31,29,58.0,92.0,584,50,1
6183,56,46,29,40,10,16,29.0,53.0,421,99,1
6184,23,40,40,17,12,35,85.0,72.0,66,84,1
6185,57,50,36,32,17,18,13.0,66.0,110,84,1
6186,84,23,15,31,29,22,42.0,84.0,470,67,1
6187,26,25,34,40,25,10,62.0,37.0,360,48,0
6188,81,44,15,38,16,33,25.0,72.0,595,64,1
6189,80,44,31,21,30,36,3.0,67.0,215,81,1
6190,25,26,13,37,28,16,47.0,37.0,510,3,0
6191,44,45,17,12,35,14,60.0,23.0,108,31,0
6192,83,32,19,11,28,20,3.0,38.0,812,14,0
6193,25,45,27,35,35,33,48.0,71.0,648,69,1
6194,72,26,21,30,40,31,72.0,79.0,367,78,1
6195,54,46,15,30,28,32,48.0,79.0,923,84,1
6196,76,22,10,13,30,22,11.0,71.0,989,75,1
6197,35,40,22,17,20,20,13.0,49.0,459,45,0
6198,79,32,16,36,35,34,67.0,13.0,287,35,0
6199,98,40,10,32,34,37,56.0,16.0,1002,0,0
6200,46,23,29,38,32,11,23.0,26.0,273,15,0
6201,56,33,27,39,13,32,28.0,72.0,218,62,1
6202,67,43,35,15,10,37,77.0,34.0,676,8,0
6203,52,45,18,34,39,22,82.0,3.0,299,12,0
6204,64,21,11,22,11,38,80.0,75.0,351,80,1
6205,95,41,34,33,19,13,76.0,88.0,810,83,1
6206,29,25,13,26,34,35,21.0,88.0,393,52,1
6207,51,28,34,30,21,16,26.0,3.0,584,6,0
6208,60,30,17,31,11,13,43.0,43.0,692,49,0
6209,21,31,22,24,34,25,94.0,44.0,27,40,0
6210,21,46,28,35,31,16,40.0,74.0,20,89,1
6211,53,44,29,40,34,35,43.0,16.0,765,0,0
6212,26,49,20,28,19,40,88.0,60.0,1019,54,1
6213,71,36,23,32,36,21,45.0,71.0,114,75,1
6214,51,24,31,33,21,40,69.0,38.0,1001,4,0
6215,28,32,20,26,15,21,17.0,52.0,1014,60,1
6216,57,21,29,11,35,18,58.0,66.0,716,60,1
6217,78,47,19,20,22,13,98.0,43.0,525,21,0
6218,80,39,21,25,29,11,72.0,23.0,510,34,0
6219,29,31,11,37,32,36,69.0,69.0,439,85,1
6220,52,20,24,38,24,11,91.0,21.0,5,24,0
6221,50,50,25,10,24,32,85.0,12.0,143,19,0
6222,38,40,22,24,27,18,95.0,65.0,86,97,1
6223,51,31,27,10,31,16,63.0,59.0,420,54,1
6224,20,32,29,12,16,36,77.0,14.0,555,24,0
6225,94,23,28,26,35,39,20.0,32.0,64,49,0
6226,59,37,35,19,16,16,9.0,45.0,682,46,0
6227,53,47,13,29,15,20,31.0,23.0,312,33,0
6228,80,48,12,30,16,20,89.0,59.0,527,82,1
6229,23,50,35,11,13,29,23.0,86.0,301,57,1
6230,48,44,25,12,22,33,59.0,60.0,224,55,1
6231,20,26,18,27,26,20,72.0,1.0,568,10,0
6232,81,35,21,27,35,30,93.0,3.0,544,47,0
6233,75,26,31,33,39,27,24.0,20.0,687,34,0
