,체력,공격,방어,스피드,특수공격,특수방어,점수,승률,포켓몬_번호,사용한_기술의_위력,결과
4470,72,43,21,20,26,26,36,48.0,188,23,0
4471,83,50,19,36,34,27,75,92.0,767,100,1
4472,95,38,29,21,10,30,89,2.0,909,26,0
4473,49,49,19,35,35,40,1,16.0,755,31,0
4474,95,22,33,38,12,31,94,11.0,30,32,0
4475,75,25,18,36,21,27,35,81.0,10,53,1
4476,81,34,40,29,29,25,41,63.0,771,73,1
4477,69,48,10,31,24,35,43,28.0,137,30,0
4478,34,25,28,17,30,29,44,62.0,212,86,1
4479,97,47,12,39,28,20,66,69.0,294,69,1
4480,22,25,11,19,34,13,81,30.0,351,17,0
4481,57,39,36,21,22,31,91,67.0,60,64,1
4482,99,42,39,40,20,11,66,100.0,9,55,1
4483,28,23,22,15,40,26,55,9.0,398,5,0
4484,66,31,27,19,10,19,14,1.0,513,40,0
4485,28,41,35,25,36,19,24,69.0,273,76,1
4486,48,42,28,40,23,34,40,27.0,302,23,0
4487,85,20,29,36,21,13,1,29.0,92,14,0
4488,25,48,32,39,23,11,25,69.0,608,70,1
4489,34,21,28,11,39,39,22,88.0,433,77,1
4490,59,25,23,30,24,35,45,90.0,456,93,1
4491,74,48,10,19,33,27,1,26.0,173,17,0
4492,27,42,23,24,24,28,0,12.0,275,10,0
4493,47,31,27,17,23,34,10,73.0,637,85,1
4494,23,22,21,20,11,21,2,29.0,165,43,0
4495,38,32,14,38,36,33,53,74.0,981,93,1
4496,31,32,39,39,24,28,65,61.0,61,67,1
4497,87,46,18,35,39,39,33,56.0,893,90,1
4498,43,32,23,23,35,14,12,50.0,941,89,1
4499,64,20,15,30,11,27,9,78.0,962,53,1
4500,98,33,38,39,30,37,16,43.0,808,17,0
4501,76,24,18,32,29,28,59,53.0,160,71,1
4502,71,44,15,29,12,34,20,46.0,20,48,0
4503,54,44,32,36,39,17,20,93.0,600,77,1
4504,39,43,15,22,35,15,8,57.0,914,97,1
4505,67,49,37,40,38,25,24,64.0,364,70,1
4506,62,36,11,30,28,11,37,85.0,760,80,1
4507,36,31,14,20,31,18,41,48.0,466,1,0
4508,40,41,40,21,31,20,55,35.0,431,23,0
4509,93,36,10,17,16,13,59,71.0,101,82,1
4510,96,24,19,39,37,25,10,20.0,350,27,0
4511,26,47,28,22,11,30,61,87.0,767,77,1
4512,30,24,16,33,13,33,64,52.0,770,85,1
4513,57,40,26,31,30,10,31,98.0,476,65,1
4514,31,31,37,14,37,21,34,86.0,21,96,1
4515,55,46,13,17,21,13,33,31.0,375,25,0
4516,54,37,20,12,36,13,80,89.0,965,61,1
4517,21,45,26,23,16,34,15,62.0,214,96,1
4518,46,25,25,17,20,29,0,71.0,976,85,1
4519,67,47,36,15,39,15,43,52.0,62,76,1
4520,99,27,27,40,19,23,42,100.0,828,76,1
4521,20,20,12,22,33,24,56,12.0,879,34,0
4522,54,24,16,35,24,16,28,40.0,134,15,0
4523,53,26,28,32,22,36,50,50.0,837,57,1
4524,81,34,40,35,38,32,20,53.0,848,57,1
4525,88,25,24,36,20,22,20,25.0,254,45,0
4526,30,21,37,27,17,15,20,72.0,415,64,1
4527,64,20,32,15,35,33,48,7.0,606,45,0
4528,36,36,17,14,34,23,57,62.0,611,87,1
4529,27,43,25,14,40,39,34,13.0,741,45,0
4530,27,41,14,32,12,38,50,32.0,878,34,0
4531,58,27,37,17,13,34,51,96.0,335,65,1
4532,24,24,32,12,19,38,13,73.0,276,54,1
4533,23,36,26,18,11,28,35,41.0,256,18,0
4534,68,47,10,29,25,30,45,45.0,570,8,0
4535,44,31,37,35,23,11,72,54.0,91,88,1
4536,39,30,38,17,19,20,45,86.0,822,86,1
4537,79,39,21,10,13,22,79,96.0,842,78,1
4538,97,37,32,11,38,36,97,60.0,226,57,1
4539,68,29,30,36,14,31,11,9.0,287,35,0
4540,96,31,10,19,10,16,82,10.0,434,15,0
4541,53,49,17,37,24,39,89,52.0,124,92,1
4542,44,36,11,15,31,25,55,84.0,918,83,1
4543,46,35,18,14,14,27,86,87.0,357,87,1
4544,88,48,38,18,32,25,95,62.0,434,77,1
4545,22,24,25,21,26,38,91,91.0,126,76,1
4546,56,50,36,28,31,35,49,96.0,492,77,1
4547,95,49,32,22,15,33,53,41.0,920,37,0
4548,37,26,37,38,10,23,19,45.0,745,41,0
4549,46,47,19,34,10,19,50,48.0,435,21,0
4550,47,50,23,32,26,18,12,49.0,577,39,0
4551,64,22,25,39,36,29,20,66.0,557,56,1
4552,73,42,27,33,35,16,35,51.0,374,50,1
4553,77,47,39,30,31,22,51,57.0,867,58,1
4554,26,25,35,30,26,24,55,72.0,281,99,1
4555,39,40,29,27,19,38,28,56.0,849,54,1
4556,87,50,40,23,30,30,85,65.0,171,95,1
4557,62,43,24,33,18,31,62,91.0,189,77,1
4558,33,24,35,22,16,38,53,52.0,998,60,1
4559,84,49,40,22,13,15,0,24.0,486,22,0
4560,85,30,24,39,39,16,72,49.0,822,33,0
4561,31,32,13,17,12,24,92,0.0,637,5,0
4562,62,44,25,17,40,24,40,27.0,193,31,0
4563,51,34,31,18,36,10,64,72.0,685,83,1
4564,43,45,25,38,10,35,48,92.0,70,99,1
4565,94,48,35,36,36,22,17,50.0,564,56,1
4566,34,42,17,32,21,10,36,99.0,75,83,1
4567,91,42,18,39,17,14,15,50.0,952,88,1
4568,57,50,14,14,31,37,58,75.0,618,96,1
4569,85,21,28,16,31,38,64,9.0,572,1,0
4570,37,23,34,17,29,30,54,56.0,214,64,1
4571,40,21,23,34,15,21,60,21.0,365,49,0
4572,53,44,27,26,32,34,97,23.0,651,8,0
4573,49,47,20,34,10,35,4,5.0,914,27,0
4574,76,25,16,20,21,20,28,1.0,1017,31,0
4575,31,43,13,16,40,40,86,26.0,36,47,0
4576,65,23,30,10,34,31,41,20.0,547,19,0
4577,31,48,36,37,15,23,44,98.0,169,73,1
4578,79,46,16,19,29,24,8,97.0,514,82,1
4579,52,50,14,14,32,20,40,98.0,427,77,1
4580,37,22,32,17,24,34,47,80.0,727,83,1
4581,54,39,25,14,19,31,45,74.0,468,62,1
4582,90,30,20,21,19,13,2,70.0,911,81,1
4583,89,35,32,24,40,19,73,89.0,591,82,1
4584,29,44,19,13,13,34,64,77.0,109,90,1
4585,73,50,32,14,26,23,43,75.0,354,73,1
4586,58,39,13,12,34,17,44,59.0,133,93,1
4587,47,34,38,20,29,29,26,94.0,442,89,1
4588,56,35,39,38,39,33,27,30.0,437,25,0
4589,78,42,30,13,36,25,71,68.0,221,84,1
4590,45,45,15,34,16,22,95,2.0,963,46,0
4591,75,32,33,37,35,32,86,90.0,756,63,1
4592,55,40,16,16,11,32,51,19.0,240,10,0
4593,63,28,13,34,10,19,72,50.0,295,80,1
4594,70,22,36,12,13,40,81,32.0,12,42,0
4595,28,27,30,36,28,23,22,37.0,478,36,0
4596,38,30,31,26,40,29,35,83.0,360,92,1
4597,47,47,33,31,13,17,89,36.0,197,28,0
4598,48,21,10,20,37,27,100,72.0,50,51,1
4599,74,30,36,35,19,29,63,64.0,472,75,1
4600,62,41,10,10,33,23,24,37.0,734,22,0
4601,37,47,16,11,22,23,29,7.0,614,24,0
4602,71,44,35,32,39,31,49,20.0,976,47,0
4603,63,43,12,21,24,31,17,80.0,223,72,1
4604,47,28,30,30,33,13,75,82.0,743,83,1
4605,76,30,14,26,16,34,62,24.0,561,2,0
4606,68,30,16,30,26,15,53,3.0,972,35,0
4607,25,37,16,27,20,28,81,71.0,897,79,1
4608,39,47,40,23,15,26,14,97.0,506,93,1
4609,52,20,34,21,25,12,39,1.0,474,44,0
4610,87,24,38,25,35,22,4,22.0,784,27,0
4611,33,44,37,16,14,37,23,68.0,754,82,1
4612,23,29,25,34,24,13,1,57.0,565,96,1
4613,35,21,25,12,13,20,4,6.0,575,30,0
4614,69,36,24,24,12,16,30,16.0,617,45,0
4615,81,26,31,34,20,11,80,90.0,190,53,1
4616,54,42,30,26,36,24,5,70.0,280,85,1
4617,41,44,10,12,22,35,70,16.0,128,2,0
4618,63,47,14,22,24,15,6,49.0,518,5,0
4619,24,20,28,11,30,28,15,71.0,631,76,1
4620,48,20,20,38,23,34,8,31.0,401,0,0
4621,56,35,18,11,33,28,17,28.0,285,22,0
4622,35,31,28,38,13,21,33,51.0,878,77,1
4623,24,47,29,23,15,38,16,18.0,914,49,0
4624,96,20,20,33,14,26,72,19.0,161,37,0
4625,97,46,18,12,31,26,39,77.0,208,89,1
4626,40,37,14,17,36,31,52,0.0,299,19,0
4627,52,42,39,19,11,33,67,71.0,689,82,1
4628,52,44,28,38,10,35,6,54.0,661,63,1
4629,31,31,12,20,38,27,70,25.0,7,6,0
4630,43,37,19,39,25,39,56,51.0,302,53,1
4631,29,36,22,40,28,24,16,61.0,508,53,1
4632,74,48,10,23,15,22,15,92.0,745,84,1
4633,54,20,21,38,20,32,24,47.0,62,45,0
4634,42,32,14,30,17,15,60,88.0,426,64,1
4635,76,47,14,27,34,14,56,75.0,9,77,1
4636,39,30,12,35,34,28,54,86.0,338,65,1
4637,28,40,34,29,35,30,76,36.0,582,14,0
4638,82,33,18,20,38,24,68,99.0,379,72,1
4639,43,27,19,19,31,31,25,31.0,1000,24,0
4640,32,44,26,17,31,22,18,38.0,404,34,0
4641,44,38,25,24,14,40,35,73.0,539,79,1
4642,83,48,40,32,26,30,66,83.0,107,71,1
4643,22,35,20,33,11,26,67,99.0,730,84,1
4644,59,36,13,11,23,28,56,96.0,683,98,1
4645,51,43,11,40,31,32,32,13.0,316,10,0
4646,53,23,37,29,13,10,65,56.0,285,94,1
4647,51,34,25,20,19,15,61,65.0,327,85,1
4648,71,45,23,34,29,21,79,68.0,71,85,1
4649,89,50,12,10,14,36,44,89.0,341,78,1
4650,90,43,37,38,12,13,18,32.0,934,20,0
4651,69,25,20,10,14,27,66,19.0,615,25,0
4652,57,47,27,35,31,13,73,11.0,996,25,0
4653,90,40,18,21,20,38,79,13.0,533,35,0
4654,59,34,21,29,31,37,82,77.0,120,85,1
4655,39,34,29,28,11,37,68,98.0,642,98,1
4656,93,31,20,25,12,13,61,3.0,103,38,0
4657,84,27,33,29,12,28,85,42.0,561,4,0
4658,71,47,31,29,10,32,74,1.0,277,17,0
4659,43,50,17,38,23,32,93,86.0,32,55,1
4660,31,50,14,20,13,10,30,86.0,971,85,1
4661,47,27,14,11,30,27,28,25.0,305,30,0
4662,48,29,18,15,20,34,58,78.0,336,64,1
4663,97,28,10,31,11,11,98,67.0,967,83,1
4664,81,33,29,26,11,24,49,22.0,511,4,0
4665,20,46,24,38,37,17,80,16.0,291,34,0
4666,52,34,32,22,20,18,39,5.0,713,19,0
4667,98,36,34,33,39,21,54,44.0,422,37,0
4668,29,37,10,18,33,15,10,71.0,943,53,1
4669,38,34,31,21,18,40,71,91.0,261,83,1
4670,79,47,40,40,18,18,60,84.0,783,83,1
4671,43,46,35,23,31,33,1,28.0,344,32,0
4672,55,35,36,38,23,35,41,1.0,198,2,0
4673,87,42,10,26,39,13,67,57.0,134,81,1
4674,52,33,11,16,37,34,98,60.0,866,57,1
4675,38,43,33,13,39,32,15,38.0,862,41,0
4676,45,21,36,17,34,30,71,64.0,737,69,1
4677,23,30,13,13,17,33,90,38.0,100,25,0
4678,75,43,16,29,40,29,52,41.0,338,26,0
4679,79,27,25,22,10,10,47,55.0,816,71,1
4680,32,38,14,28,29,34,3,30.0,371,9,0
4681,73,42,12,27,10,13,6,84.0,156,67,1
4682,69,22,38,40,23,13,51,39.0,595,27,0
4683,82,31,35,30,39,18,62,26.0,990,25,0
4684,31,35,23,21,14,20,39,74.0,343,76,1
4685,32,44,19,14,33,35,77,71.0,652,83,1
4686,39,35,16,25,34,15,59,76.0,911,84,1
4687,26,30,17,19,19,32,83,49.0,167,4,0
4688,48,48,10,32,29,25,8,43.0,769,44,0
4689,48,32,10,28,34,17,19,5.0,993,46,0
4690,93,21,23,29,33,25,1,59.0,703,84,1
4691,33,43,17,24,17,21,5,19.0,482,4,0
4692,71,42,26,35,20,36,5,2.0,427,19,0
4693,58,41,37,18,17,32,89,44.0,742,5,0
4694,50,47,32,20,23,11,77,86.0,383,74,1
4695,59,45,30,33,30,10,37,20.0,871,6,0
4696,44,50,16,18,25,37,71,0.0,378,49,0
4697,55,32,27,33,18,18,16,9.0,170,34,0
4698,57,28,16,12,34,37,53,42.0,152,30,0
4699,53,40,20,31,13,28,26,27.0,1005,35,0
4700,88,50,25,25,32,33,91,30.0,380,24,0
4701,39,38,10,16,19,26,29,94.0,994,93,1
4702,27,24,34,24,24,21,66,65.0,755,71,1
4703,59,35,37,37,24,31,70,70.0,945,99,1
4704,73,47,21,38,17,35,22,79.0,749,92,1
4705,82,34,31,28,26,25,49,66.0,449,73,1
4706,53,36,10,29,31,40,54,59.0,128,73,1
4707,56,24,23,32,35,40,76,79.0,329,84,1
4708,94,36,31,13,24,31,18,70.0,874,57,1
4709,34,20,31,40,28,32,34,98.0,41,68,1
4710,37,40,31,37,25,31,75,90.0,579,56,1
4711,57,37,28,30,28,35,75,23.0,537,17,0
4712,85,28,37,14,15,31,71,65.0,618,66,1
4713,73,35,31,31,28,25,63,69.0,403,62,1
4714,83,42,33,13,15,34,91,95.0,225,67,1
4715,96,40,23,31,12,10,84,22.0,56,35,0
4716,92,35,32,32,32,37,43,81.0,779,62,1
4717,32,42,14,37,25,30,67,92.0,717,99,1
4718,27,22,15,28,30,31,61,4.0,30,14,0
4719,46,48,16,22,35,22,13,83.0,622,65,1
4720,69,34,36,26,22,40,78,51.0,327,90,1
4721,83,26,12,15,25,37,77,89.0,856,90,1
4722,31,21,13,33,26,34,53,36.0,752,23,0
4723,83,42,30,39,24,15,26,65.0,898,72,1
4724,35,24,27,24,31,35,95,27.0,387,1,0
4725,92,43,11,36,10,25,73,4.0,984,45,0
4726,48,38,18,34,12,32,60,2.0,62,0,0
4727,32,32,12,33,32,34,89,22.0,767,47,0
4728,59,36,15,12,18,32,98,35.0,380,43,0
4729,70,39,37,34,10,27,28,46.0,734,34,0
4730,79,39,26,24,33,17,73,50.0,413,74,1
4731,64,31,11,20,10,37,47,47.0,335,35,0
4732,83,46,26,37,22,28,99,41.0,827,40,0
4733,22,36,25,37,31,40,35,65.0,918,87,1
4734,92,32,10,12,11,40,94,49.0,38,18,0
4735,40,32,35,31,23,11,53,75.0,881,50,1
4736,36,21,29,38,15,19,2,51.0,336,71,1
4737,67,46,16,24,36,31,81,31.0,440,5,0
4738,52,50,25,16,17,35,84,18.0,285,43,0
4739,67,48,27,39,31,22,34,49.0,492,38,0
4740,70,36,10,29,35,33,9,18.0,256,33,0
4741,27,44,13,30,29,36,14,19.0,488,23,0
4742,24,50,24,33,40,31,32,81.0,525,75,1
4743,27,41,34,28,23,17,54,59.0,35,51,1
4744,43,35,18,38,40,17,54,37.0,86,40,0
4745,94,27,17,11,33,20,68,17.0,33,22,0
4746,34,21,22,40,34,12,23,11.0,453,43,0
4747,76,26,21,16,22,18,83,98.0,305,70,1
4748,20,36,26,22,21,35,40,69.0,265,53,1
4749,42,38,31,32,10,39,30,66.0,136,55,1
4750,96,42,35,32,11,39,12,23.0,248,14,0
4751,70,34,26,39,18,38,22,99.0,390,51,1
4752,81,39,27,40,13,18,62,1.0,139,1,0
4753,87,34,39,31,30,31,16,91.0,35,98,1
4754,68,42,24,30,14,27,32,69.0,916,51,1
4755,82,23,13,40,40,18,9,66.0,491,82,1
4756,61,42,29,17,32,22,76,4.0,918,26,0
4757,100,36,19,21,22,30,59,94.0,138,70,1
4758,92,47,34,11,10,33,54,67.0,816,81,1
4759,95,28,27,26,24,17,90,5.0,615,22,0
4760,39,43,32,30,11,12,46,18.0,643,46,0
4761,73,32,35,31,11,18,63,95.0,93,83,1
4762,73,34,18,37,30,18,3,55.0,975,100,1
4763,48,35,30,31,25,36,38,56.0,729,78,1
4764,70,23,23,26,20,12,43,61.0,450,91,1
4765,92,20,28,37,18,14,35,37.0,273,29,0
4766,45,24,39,16,24,28,23,85.0,769,64,1
4767,44,26,36,28,29,16,18,55.0,144,99,1
4768,54,43,35,28,25,14,44,51.0,816,94,1
4769,53,41,33,22,28,21,56,3.0,22,32,0
4770,60,22,11,15,19,21,81,49.0,814,9,0
4771,83,28,23,38,37,27,34,44.0,154,26,0
4772,96,21,12,18,23,10,9,68.0,372,50,1
4773,24,47,19,16,25,29,43,57.0,936,56,1
4774,21,38,36,40,10,16,49,12.0,761,47,0
4775,55,48,24,10,13,25,3,92.0,784,81,1
4776,73,31,19,38,34,25,0,40.0,341,34,0
4777,98,39,11,29,33,19,87,56.0,672,76,1
4778,100,46,14,14,17,27,93,24.0,942,36,0
4779,38,40,35,34,31,30,76,46.0,894,4,0
4780,28,38,17,20,38,39,16,74.0,906,88,1
4781,88,38,12,32,12,21,70,32.0,348,2,0
4782,88,42,10,28,10,13,77,46.0,695,20,0
4783,24,44,39,27,29,20,49,53.0,375,77,1
4784,25,46,18,14,21,13,85,23.0,44,34,0
4785,36,25,20,23,15,26,28,57.0,294,56,1
4786,47,42,40,30,25,10,51,33.0,822,28,0
4787,44,43,30,37,33,19,58,16.0,248,25,0
4788,54,47,23,32,16,21,51,59.0,97,76,1
4789,41,45,16,38,23,19,23,48.0,705,11,0
4790,76,30,22,16,19,16,70,90.0,281,77,1
4791,36,39,25,38,29,21,96,60.0,447,94,1
4792,82,48,27,10,34,23,81,69.0,979,76,1
4793,62,47,30,15,30,29,0,57.0,597,84,1
4794,99,49,26,37,10,29,67,69.0,193,74,1
4795,82,26,23,19,14,27,46,62.0,35,82,1
4796,43,50,33,30,36,17,10,19.0,914,5,0
4797,84,46,18,14,35,22,8,49.0,113,36,0
4798,29,26,23,12,18,32,100,20.0,892,20,0
4799,68,43,13,40,27,25,48,55.0,268,62,1
4800,34,31,20,12,16,36,97,1.0,856,23,0
4801,43,45,22,15,33,22,72,53.0,9,64,1
4802,71,28,26,39,37,25,44,4.0,533,7,0
4803,63,20,18,12,13,35,99,38.0,910,47,0
4804,33,22,39,37,15,33,46,4.0,212,2,0
4805,22,32,40,30,16,16,68,53.0,517,72,1
4806,38,40,22,22,24,23,0,8.0,801,9,0
4807,95,37,25,40,18,13,40,5.0,311,25,0
4808,96,45,31,18,31,19,19,89.0,69,95,1
4809,34,33,23,31,20,39,79,37.0,673,33,0
4810,48,22,15,18,34,33,54,1.0,997,48,0
4811,100,47,30,36,36,14,77,74.0,389,86,1
4812,31,20,13,17,38,22,42,89.0,802,68,1
4813,35,48,37,17,38,25,3,22.0,700,43,0
4814,22,39,28,19,22,26,4,78.0,521,93,1
4815,59,44,23,32,31,28,29,33.0,167,23,0
4816,94,41,22,21,16,15,45,68.0,116,58,1
4817,69,42,34,26,13,35,8,85.0,139,88,1
4818,33,41,11,36,36,26,73,21.0,839,0,0
4819,42,27,36,23,11,27,27,38.0,445,31,0
4820,73,28,32,16,10,16,14,47.0,424,10,0
4821,66,28,20,11,28,40,14,73.0,597,67,1
4822,54,38,23,29,34,33,91,77.0,749,87,1
4823,93,44,35,25,34,30,89,52.0,567,58,1
4824,59,34,40,37,38,19,45,10.0,692,41,0
4825,85,48,10,27,22,13,45,97.0,531,78,1
4826,41,32,26,18,32,38,79,45.0,804,4,0
4827,47,49,35,11,15,15,53,100.0,126,65,1
4828,41,29,21,14,15,15,38,51.0,196,91,1
4829,24,44,33,26,29,23,2,25.0,778,42,0
4830,66,30,11,16,10,11,79,0.0,941,46,0
4831,38,50,36,27,11,26,44,42.0,372,5,0
4832,67,28,24,36,10,24,31,7.0,390,37,0
4833,26,21,22,31,40,19,76,33.0,476,37,0
4834,54,24,30,13,39,28,71,52.0,600,73,1
4835,24,36,36,17,30,32,73,5.0,693,44,0
4836,62,28,31,32,36,18,11,97.0,507,73,1
4837,100,31,33,36,23,25,58,95.0,970,99,1
4838,80,43,32,13,23,26,71,78.0,138,65,1
4839,41,42,12,31,33,14,58,61.0,580,60,1
4840,59,43,19,18,17,39,88,53.0,792,73,1
4841,27,36,14,36,27,16,99,48.0,578,12,0
4842,45,37,38,13,28,22,97,91.0,648,63,1
4843,77,32,35,36,39,28,88,7.0,714,13,0
4844,48,49,19,21,24,24,69,47.0,498,42,0
4845,21,44,20,37,19,20,94,55.0,31,51,1
4846,90,20,32,25,15,19,30,10.0,714,38,0
4847,41,28,36,21,35,16,54,80.0,757,86,1
4848,35,31,12,28,24,20,45,31.0,171,4,0
4849,47,50,28,25,23,14,16,17.0,202,16,0
4850,95,37,18,36,18,21,42,97.0,824,51,1
4851,89,41,36,36,40,12,30,30.0,943,3,0
4852,94,34,32,32,13,18,43,13.0,603,41,0
4853,63,41,14,21,33,11,7,50.0,718,92,1
4854,74,21,27,26,13,30,20,32.0,793,30,0
4855,100,34,27,35,30,27,9,45.0,422,41,0
4856,63,28,33,30,29,32,33,93.0,608,64,1
4857,86,25,16,22,28,24,65,65.0,139,53,1
4858,66,39,33,27,20,11,75,14.0,346,29,0
4859,42,45,18,25,20,21,43,49.0,370,10,0
4860,95,24,36,18,33,38,80,4.0,810,44,0
4861,84,35,19,12,34,21,27,5.0,849,16,0
4862,20,48,36,36,16,40,11,66.0,787,94,1
4863,75,44,30,20,26,14,35,47.0,86,18,0
4864,75,42,24,29,30,37,77,52.0,479,72,1
4865,85,23,37,16,33,33,25,60.0,32,64,1
4866,98,44,26,12,35,15,84,64.0,46,71,1
4867,71,39,35,25,26,17,99,100.0,146,81,1
4868,71,23,40,38,36,11,47,3.0,938,43,0
4869,65,49,30,11,29,14,48,47.0,940,31,0
4870,71,38,27,16,11,36,0,51.0,544,85,1
4871,20,47,10,33,39,28,51,67.0,521,97,1
4872,35,45,33,14,30,33,48,99.0,148,86,1
4873,54,42,37,22,13,38,51,87.0,909,50,1
4874,51,39,37,19,35,13,63,63.0,600,94,1
4875,38,22,16,14,17,13,14,60.0,630,76,1
4876,30,43,10,28,29,15,45,34.0,57,20,0
4877,43,46,39,16,21,38,74,52.0,736,50,1
4878,92,30,20,31,28,26,32,88.0,743,57,1
4879,56,50,10,33,27,37,81,10.0,952,19,0
4880,58,50,18,13,33,19,7,10.0,143,30,0
4881,36,34,26,24,26,22,56,71.0,232,54,1
4882,21,25,30,35,37,11,2,12.0,594,10,0
4883,25,46,23,38,22,24,5,41.0,369,28,0
4884,57,31,38,35,18,35,68,42.0,74,19,0
4885,26,35,28,18,21,39,48,45.0,130,35,0
4886,97,20,18,32,17,35,3,42.0,330,12,0
4887,35,44,20,27,31,38,28,26.0,113,30,0
4888,71,43,38,13,33,29,42,29.0,476,40,0
4889,58,28,12,13,23,18,60,77.0,758,94,1
4890,47,22,20,17,34,39,92,86.0,40,79,1
4891,93,26,40,14,25,27,47,75.0,987,69,1
4892,23,31,38,37,31,18,80,32.0,50,28,0
4893,100,34,22,31,26,29,49,39.0,266,21,0
4894,47,28,14,10,38,25,27,99.0,115,81,1
4895,79,23,22,24,24,39,27,76.0,706,98,1
4896,75,29,10,34,17,34,98,9.0,144,2,0
4897,23,34,14,38,21,24,35,8.0,824,5,0
4898,64,36,24,25,24,24,97,54.0,317,80,1
4899,61,22,31,36,16,39,76,27.0,21,21,0
4900,41,22,29,11,32,38,33,86.0,336,59,1
4901,92,41,31,32,26,29,68,88.0,1013,95,1
4902,96,44,15,29,13,25,93,98.0,650,66,1
4903,44,43,38,35,29,11,36,47.0,907,41,0
4904,34,32,19,12,15,12,17,37.0,347,0,0
4905,63,28,34,23,38,23,13,77.0,927,80,1
4906,46,38,27,33,39,21,8,41.0,953,46,0
4907,54,45,15,39,11,10,13,91.0,410,63,1
4908,32,49,28,26,38,21,87,60.0,332,77,1
4909,88,22,35,40,37,12,54,68.0,1001,97,1
4910,32,39,11,31,29,32,89,92.0,882,98,1
4911,33,40,33,16,25,35,84,19.0,1021,27,0
4912,66,33,35,18,28,40,36,83.0,302,87,1
4913,79,33,20,27,17,20,66,65.0,576,80,1
4914,36,25,31,32,29,34,8,55.0,704,98,1
4915,47,48,33,39,28,23,8,83.0,403,89,1
4916,99,23,18,11,32,35,57,0.0,781,32,0
4917,76,36,19,23,37,27,41,99.0,378,84,1
4918,52,25,35,33,13,10,55,6.0,273,41,0
4919,32,23,29,30,14,17,52,100.0,319,79,1
4920,64,37,28,27,22,34,80,88.0,933,74,1
4921,90,28,24,28,10,20,48,15.0,367,16,0
4922,65,20,15,36,36,10,92,51.0,568,86,1
4923,99,22,19,10,36,39,25,18.0,351,10,0
4924,26,42,24,13,23,16,84,52.0,95,93,1
4925,44,28,17,34,11,27,37,33.0,241,4,0
4926,43,49,13,17,18,20,35,91.0,463,60,1
4927,45,27,31,17,28,20,19,67.0,508,71,1
4928,63,29,26,29,33,19,84,87.0,469,62,1
4929,39,33,17,37,20,25,57,55.0,720,100,1
4930,35,28,37,17,16,39,25,24.0,3,8,0
4931,27,29,27,13,16,27,89,35.0,837,39,0
4932,36,28,25,29,21,37,4,78.0,818,52,1
4933,31,23,14,25,24,28,100,82.0,289,81,1
4934,60,31,22,14,24,33,53,38.0,73,21,0
4935,65,40,18,20,40,12,75,79.0,856,84,1
4936,31,23,23,36,12,28,26,58.0,935,100,1
4937,62,46,11,11,21,15,76,35.0,763,30,0
4938,100,26,30,32,20,20,75,23.0,724,31,0
4939,58,46,31,38,40,12,8,36.0,150,46,0
4940,77,32,27,22,13,31,35,10.0,190,37,0
4941,81,46,22,19,17,10,32,94.0,894,64,1
4942,67,38,23,34,17,14,3,33.0,347,26,0
4943,59,41,23,24,36,20,55,92.0,819,97,1
4944,25,46,18,30,17,33,58,42.0,12,34,0
4945,37,49,24,24,31,15,79,95.0,476,63,1
4946,57,33,23,19,17,10,31,95.0,956,81,1
4947,88,27,34,36,30,15,95,75.0,862,71,1
4948,98,37,24,11,23,38,91,12.0,607,8,0
4949,37,49,25,29,11,12,72,20.0,360,17,0
4950,78,44,17,38,27,17,11,34.0,126,11,0
4951,54,28,21,20,19,38,24,50.0,575,96,1
4952,44,30,16,15,26,10,70,57.0,199,76,1
4953,84,25,19,21,33,20,84,39.0,481,42,0
4954,42,22,39,15,29,25,68,95.0,959,89,1
4955,70,32,38,11,38,25,96,16.0,208,22,0
4956,56,49,31,34,33,39,3,86.0,1021,51,1
4957,37,47,26,20,21,24,95,20.0,804,32,0
4958,37,22,20,38,39,25,33,93.0,442,82,1
4959,29,44,30,14,11,17,28,24.0,143,40,0
4960,99,30,40,26,18,30,61,86.0,93,79,1
4961,36,44,13,27,33,10,6,52.0,919,93,1
4962,44,35,23,12,29,27,97,21.0,997,0,0
4963,67,28,18,12,32,11,93,13.0,446,11,0
4964,57,27,14,31,13,26,84,85.0,578,74,1
4965,58,33,40,25,17,13,87,65.0,813,59,1
4966,53,20,21,15,15,27,5,74.0,947,87,1
4967,52,43,21,29,17,18,62,88.0,672,85,1
4968,32,35,26,29,10,13,73,88.0,83,91,1
4969,72,34,38,30,33,33,8,34.0,487,16,0
4970,96,28,38,17,21,40,11,6.0,228,41,0
4971,82,49,27,37,11,40,79,99.0,130,65,1
4972,36,34,23,11,17,24,58,10.0,860,28,0
4973,66,43,38,18,33,22,74,79.0,173,64,1
4974,32,27,16,17,13,16,11,100.0,543,96,1
4975,83,27,37,36,13,40,85,11.0,812,29,0
4976,28,43,32,24,14,17,93,58.0,527,54,1
4977,26,41,36,40,33,35,28,61.0,987,95,1
4978,48,34,35,22,29,32,84,55.0,940,56,1
4979,26,43,16,26,29,37,73,28.0,928,21,0
4980,51,30,23,29,14,40,32,67.0,814,52,1
4981,37,50,29,33,30,30,61,37.0,39,37,0
4982,24,45,37,11,25,25,6,4.0,420,12,0
4983,86,34,26,33,36,14,70,36.0,557,36,0
4984,83,28,19,20,30,20,55,67.0,1013,91,1
4985,57,35,23,21,19,31,66,66.0,152,57,1
